"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KY7YWJHG","journalArticle","2019","Martínez-Berdeja, Alejandra; Hamilton, Jill A.; Bontemps, Aurore; Schmitt, Johanna; Wright, Jessica W.","Evidence for population differentiation among Jeffrey and Ponderosa pines in survival, growth and phenology","Forest Ecology and Management","","03781127","10.1016/j.foreco.2018.12.009","https://linkinghub.elsevier.com/retrieve/pii/S0378112718315573","","2019-02","2020-08-14 16:32:30","2020-08-14 16:32:30","2020-08-14 16:32:30","40-48","","","434","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YW3MJRQ6","journalArticle","2019","Stefenon, Valdir Marcos; Klabunde, Gustavo; Lemos, Rafael Plá Matielo; Rogalski, Marcelo; Nodari, Rubens Onofre","Phylogeography of plastid DNA sequences suggests post-glacial southward demographic expansion and the existence of several glacial refugia for Araucaria angustifolia","Scientific Reports","","2045-2322","10.1038/s41598-019-39308-w","http://www.nature.com/articles/s41598-019-39308-w","","2019-12","2020-08-14 16:32:32","2020-08-14 16:32:32","2020-08-14 16:32:32","2752","","1","9","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2a - molecular but not climate change</p>","/Users/Luke/Zotero/storage/A2EUFHLL/Stefenon et al. - 2019 - Phylogeography of plastid DNA sequences suggests p.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK4FNBPP","journalArticle","2019","Sebastian-Azcona, Jaime; Hamann, Andreas; Hacke, Uwe G.; Rweyongeza, Deogratias","Survival, growth and cold hardiness tradeoffs in white spruce populations: Implications for assisted migration","Forest Ecology and Management","","03781127","10.1016/j.foreco.2018.10.046","https://linkinghub.elsevier.com/retrieve/pii/S0378112718314579","","2019-02","2020-08-14 16:32:38","2020-08-14 16:32:38","2020-08-14 16:32:38","544-552","","","433","","Forest Ecology and Management","Survival, growth and cold hardiness tradeoffs in white spruce populations","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHC5GCYL","journalArticle","2019","Schoettle, Anna W.; Jacobi, William R.; Waring, Kristen M.; Burns, Kelly S.","Regeneration for resilience framework to support regeneration decisions for species with populations at risk of extirpation by white pine blister rust","New Forests","","0169-4286, 1573-5095","10.1007/s11056-018-9679-8","http://link.springer.com/10.1007/s11056-018-9679-8","","2019-01","2020-08-14 16:32:39","2020-08-14 16:32:39","2020-08-14 16:32:39","89-114","","1","50","","New Forests","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEVV9HFB","journalArticle","2018","Richardson, William C.; Whitaker, Dallin R.; Sant, Kyler P.; Barney, Nicholas S.; Call, Ryan S.; Roundy, Bruce A.; Aanderud, Zachary T.; Madsen, Matthew D.","Use of auto-germ to model germination timing in the sagebrush-steppe","Ecology and Evolution","","20457758","10.1002/ece3.4591","http://doi.wiley.com/10.1002/ece3.4591","","2018-12","2020-08-14 16:32:51","2020-08-14 16:32:51","2020-08-14 16:32:51","11533-11542","","23","8","","Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1</p>","/Users/Luke/Zotero/storage/FRP2SVGJ/Richardson et al. - 2018 - Use of auto-germ to model germination timing in th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSVJ5ZB9","journalArticle","2018","Richardson, Bryce A.; Chaney, Lindsay","Climate-based seed transfer of a widespread shrub: population shifts, restoration strategies, and the trailing edge","Ecological Applications","","10510761","10.1002/eap.1804","http://doi.wiley.com/10.1002/eap.1804","","2018-12","2020-08-14 16:32:53","2020-08-14 16:32:53","2020-08-14 16:32:53","2165-2174","","8","28","","Ecol Appl","Climate-based seed transfer of a widespread shrub","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","/Users/Luke/Zotero/storage/L5TYYFEV/Richardson and Chaney - 2018 - Climate-based seed transfer of a widespread shrub.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NW6WEXDL","journalArticle","2018","Giencke, Lisa M.; Carol Denhof, R.; Katherine Kirkman, L.; Stribling Stuber, O.; Brantley, Steven T.","Seed sourcing for longleaf pine ground cover restoration: using plant performance to assess seed transfer zones and home-site advantage: Seed sourcing implications for restoration","Restoration Ecology","","10612971","10.1111/rec.12673","http://doi.wiley.com/10.1111/rec.12673","","2018-11","2020-08-14 16:32:56","2020-08-14 16:32:56","2020-08-14 16:32:56","1127-1136","","6","26","","Restor Ecol","Seed sourcing for longleaf pine ground cover restoration","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44SAN7CQ","journalArticle","2018","Bocanegra-González, Kelly T.; Thomas, Evert; Guillemin, Marie-Laure; de Carvalho, Dulcinéia; Gutiérrez, J.P.; Alcázar Caicedo, C.; Moscoso Higuita, L.G.; Becerra, L.A.; González, M.A.","Genetic diversity of Ceiba pentandra in Colombian seasonally dry tropical forest: Implications for conservation and management","Biological Conservation","","00063207","10.1016/j.biocon.2018.08.021","https://linkinghub.elsevier.com/retrieve/pii/S0006320718301629","","2018-11","2020-08-14 16:33:01","2020-08-14 16:33:01","2020-08-14 16:33:01","29-37","","","227","","Biological Conservation","Genetic diversity of Ceiba pentandra in Colombian seasonally dry tropical forest","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a - gentic - no trait - no association</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9U9XJK7","journalArticle","2018","Cruickshank, M. G.; Bleiker, K. P.; Sturrock, R. N.; Becker, E.; Leal, I.","Resistance and tolerance of Douglas-fir seedlings to artificial inoculation with the fungus <i>Ophiostoma pseudotsugae</i>","Forest Pathology","","14374781","10.1111/efp.12437","http://doi.wiley.com/10.1111/efp.12437","","2018-10","2020-08-14 16:33:07","2020-08-14 16:33:07","2020-08-14 16:33:07","e12437","","5","48","","For. Path.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1</p>","","","","","Woodward, S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WC6GX8FR","journalArticle","2018","De Dato, G; Teani, A; Mattioni, C; Marchi, M; Monteverdi, Mc; Ducci, F","Delineation of seed collection zones based on environmental and genetic characteristics for Quercus suber L. in Sardinia, Italy","iForest - Biogeosciences and Forestry","","19717458","10.3832/ifor2572-011","https://iforest.sisef.org/?doi=ifor2572-011","","2018-10-31","2020-08-14 16:33:08","2020-08-14 16:33:08","2020-08-14 16:33:08","651-659","","5","11","","iForest","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a - genetic - no trait - association</p>","/Users/Luke/Zotero/storage/U5MTSKF3/De Dato et al. - 2018 - Delineation of seed collection zones based on envi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ZD7EZJN","journalArticle","2018","Shryock, Daniel F.; DeFalco, Lesley A.; Esque, Todd C.","Spatial decision-support tools to guide restoration and seed-sourcing in the Desert Southwest","Ecosphere","","21508925","10.1002/ecs2.2453","http://doi.wiley.com/10.1002/ecs2.2453","","2018-10","2020-08-14 16:33:13","2020-08-14 16:33:13","2020-08-14 16:33:13","e02453","","10","9","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1</p>","/Users/Luke/Zotero/storage/MJ5R6AGV/Shryock et al. - 2018 - Spatial decision-support tools to guide restoratio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQYGZ2PN","journalArticle","2018","Gustafson, Danny J.; Harris-Shultz, Karen; Gustafson, Parker E.; Giencke, Lisa M.; Denhof, R. Carol; Kirkman, L. Katherine","Seed Sourcing for Longleaf Pine Herbaceous Understory Restoration: Little Bluestem (Schizachyrium scoparium) and Hairy Lespedeza (Lespedeza hirta) Restoration Genetics","Natural Areas Journal","","0885-8608","10.3375/043.038.0507","https://bioone.org/journals/natural-areas-journal/volume-38/issue-5/043.038.0507/Seed-Sourcing-for-Longleaf-Pine-Herbaceous-Understory-Restoration--Little/10.3375/043.038.0507.full","","2018-10-01","2020-08-14 16:33:15","2020-08-14 16:33:15","2020-08-14 16:33:15","380","","5","38","","Natural Areas Journal","Seed Sourcing for Longleaf Pine Herbaceous Understory Restoration","","","","","","","","","","","","DOI.org (Crossref)","","","<p>2a - no climate change</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB2PXUJ2","journalArticle","2018","Ukrainetz, Nicholas K.; Yanchuk, Alvin D.; Mansfield, Shawn D.","Climatic drivers of genotype–environment interactions in lodgepole pine based on multi-environment trial data and a factor analytic model of additive covariance","Canadian Journal of Forest Research","","0045-5067, 1208-6037","10.1139/cjfr-2017-0367","http://www.nrcresearchpress.com/doi/10.1139/cjfr-2017-0367","The optimum deployment of select material from tree breeding programs is affected by the presence of genotype–environment interactions (G × E) and further complicated by future climate change. Here, we analyzed tree height data from 28 progeny test sites in a multi-environment trial (MET) dataset for two testing cycles of the lodgepole pine (Pinus contorta Douglas ex Loudon) breeding program in British Columbia to characterize one approach to investigating the climatic variables influencing G × E and the potential impacts of climate change. Linear mixed model analysis was conducted using an approximate reduced animal model with a factor analytic (FA) variance model to estimate the complex additive (co)variance structure. Test sites were grouped according to patterns of G × E, and climate modelling was employed to project historical and future deployment zones for each group. Based on these findings, it appears that breeding groups with historically wide deployment zones from northern environments will become less important as the climate warms, and therefore investment should be directed toward southern breeding groups, which will be useful across a very wide geographic range in the near to mid-term future.","2018-07","2020-08-14 16:33:22","2020-08-14 16:33:22","2020-08-14 16:33:22","835-854","","7","48","","Can. J. For. Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","/Users/Luke/Zotero/storage/YFU5ZVHW/Ukrainetz et al. - 2018 - Climatic drivers of genotype–environment interacti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGFGW8C6","journalArticle","2018","University of Zagreb, Faculty of Forestry, Department of Forest Genetics, Dendrology and Botany, Svetošimunska 25, HR-10000 Zagreb, Croatia; Katičić Bogdan, Ida; Kajba, Davorin; University of Zagreb, Faculty of Forestry, Department of Forest Genetics, Dendrology and Botany, Svetošimunska 25, HR-10000 Zagreb, Croatia; Šatović, Zlatko; University of Zagreb, Faculty of Agriculture, Department of Seed Science and Technology, Svetošimunska 25, HR-10000 Zagreb, Croatia; Schüler, Silvio; Austrian Research Centre for Forests - BFW, Department of Forest Growth and Silviculture, Seckendorff-Gudent-Weg 8, A-1131 Vienna, Austria; Bogdan, Saša; University of Zagreb, Faculty of Forestry, Department of Forest Genetics, Dendrology and Botany, Svetošimunska 25, HR-10000 Zagreb, Croatia","Genetic Diversity of Pedunculate Oak (Quercus robur L.) in Clonal Seed Orchards in Croatia, Assessed by Nuclear and Chloroplast Microsatellites","South-east European forestry","","18476481, 18490891","10.15177/seefor.18-09","https://www.seefor.eu/vol-9-no-1-katicic-et-al-genetic-diversity-of-pedunculate-oak.html","","2018-06-30","2020-08-14 16:33:26","2020-08-14 16:33:26","2020-08-14 16:33:26","","","1","9","","South-east Eur. for.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>3a - genetic- no trait - no association</p>","/Users/Luke/Zotero/storage/VHGP499G/University of Zagreb, Faculty of Forestry, Department of Forest Genetics, Dendrology and Botany, Svetošimunska 25, HR-10000 Zagreb, Croatia et al. - 2018 - Genetic Diversity of Pedunculate Oak (Quercus robu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WZB6G92","journalArticle","2018","Gugger, Paul F.; Liang, Christina T.; Sork, Victoria L.; Hodgskiss, Paul; Wright, Jessica W.","Applying landscape genomic tools to forest management and restoration of Hawaiian koa ( <i>Acacia koa</i> ) in a changing environment","Evolutionary Applications","","17524571","10.1111/eva.12534","http://doi.wiley.com/10.1111/eva.12534","","2018-02","2020-08-14 16:33:32","2020-08-14 16:33:32","2020-08-14 16:33:32","231-242","","2","11","","Evol Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a - genomic - no trait - association</p>","/Users/Luke/Zotero/storage/DPHGSZP7/Gugger et al. - 2018 - Applying landscape genomic tools to forest managem.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HNB9KP7","journalArticle","2017","Port, Lauren E.; Young, Frank L.; Pan, William L.","Producing High-Residue, No-Till Fallow in the Low-Rainfall Zone of the Pacific Northwest","Crop, Forage & Turfgrass Management","","23743832","10.2134/cftm2017.03.0024","http://doi.wiley.com/10.2134/cftm2017.03.0024","","2017-12","2020-08-14 16:36:25","2020-08-14 16:36:25","2020-08-14 16:36:25","cftm2015.0183","","1","3","","Crop, Forage & Turfgrass Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGLP7USK","journalArticle","2017","De Vitis, Marcello; Abbandonato, Holly; Dixon, Kingsley; Laverack, Giles; Bonomi, Costantino; Pedrini, Simone","The European Native Seed Industry: Characterization and Perspectives in Grassland Restoration","Sustainability","","2071-1050","10.3390/su9101682","http://www.mdpi.com/2071-1050/9/10/1682","","2017-09-21","2020-08-14 16:36:26","2020-08-14 16:36:26","2020-08-14 16:36:26","1682","","10","9","","Sustainability","The European Native Seed Industry","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1</p>","/Users/Luke/Zotero/storage/3ZF8AXUJ/De Vitis et al. - 2017 - The European Native Seed Industry Characterizatio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53XUS8JB","journalArticle","2017","Zhu, Qin; Liao, Bo-Yong; Li, Pei; Li, Jun-Cheng; Deng, Xiao-Mei; Hu, Xin-Sheng; Chen, Xiao-Yang","Phylogeographic pattern suggests a general northeastward dispersal in the distribution of Machilus pauhoi in South China","PLOS ONE","","1932-6203","10.1371/journal.pone.0184456","https://dx.plos.org/10.1371/journal.pone.0184456","","2017-09-08","2020-08-14 16:36:33","2020-08-14 16:36:33","2020-08-14 16:36:33","e0184456","","9","12","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a - genetic - no trait - association</p>","/Users/Luke/Zotero/storage/2DEIKT53/Zhu et al. - 2017 - Phylogeographic pattern suggests a general northea.pdf","","","","Arthofer, Wolfgang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
