"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AZVPH4UC","journalArticle","2011","Dietrich, Joseph P.; Boylen, Deborah A.; Thompson, Donald E.; Loboschefsky, Erik J.; Bravo, Claudia F.; Spangenberg, Dina K.; Ylitalo, Gina M.; Collier, Tracy K.; Fryer, Derek S.; Arkoosh, Mary R.; Loge, Frank J.","An Evaluation of the Influence of Stock Origin and Out-migration History on the Disease Susceptibility and Survival of Juvenile Chinook Salmon","Journal of Aquatic Animal Health","","0899-7659, 1548-8667","10.1080/08997659.2011.568859","http://doi.wiley.com/10.1080/08997659.2011.568859","","2011-03","2020-08-14 17:31:39","2020-08-14 17:31:39","2020-08-14 17:31:39","35-47","","1","23","","Journal of Aquatic Animal Health","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 not genetics or AM</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVGSXVTH","journalArticle","2020","Abelson, Avigdor","Are we sacrificing the future of coral reefs on the altar of the “climate change” narrative?","ICES Journal of Marine Science","","1054-3139, 1095-9289","10.1093/icesjms/fsz226","https://academic.oup.com/icesjms/article/77/1/40/5673597","Abstract             Following a series of mass-bleaching events that have seriously degraded coral reefs, notably the Great Barrier Reef of Australia, a common narrative is now dominating the discourse, according to which “the only sure way to save the world’s coral reefs is climate change mitigation”. However, climate change is not a sole stressor. Most coral reefs around the world are threatened by a myriad of local stressors, including overfishing, destructive fishing, untreated sewage, agriculture effluents (nutrients and pesticides), and siltation due to deforestation. Reefs will not survive the severe effects of this plethora of stressors while waiting until we mitigate climate change. In order to safeguard reefs, we need to adopt a new narrative—“there are diverse ways in which we can improve the chances of saving coral reefs”—by acting now to: (i) improve their local protection and marine protected area networks, (ii) alleviate their critical local stressors, (iii) restore degraded and damaged reefs, and (iv) promote reef resilience and adaptation (e.g. adaptation networks, assisted evolution) to the changing conditions, notably climate change effects. It is time for us to move on from the impractical goals of the climate change narrative (“interventions beyond our field of expertise”) to building up resilience and adaptation of social-ecological systems of coral reefs.","2020-01-01","2020-08-14 17:36:15","2020-08-14 17:36:15","2020-08-14 17:36:15","40-45","","1","77","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 climate change, more review, not AM</p>","C:\Users\trase\Zotero\storage\QUHY7EBJ\Abelson - 2020 - Are we sacrificing the future of coral reefs on th.pdf","","","","Browman, Howard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VERLAVNW","journalArticle","2020","Matz, Mikhail V.; Treml, Eric A.; Haller, Benjamin C.","Estimating the potential for coral adaptation to global warming across the Indo‐West Pacific","Global Change Biology","","1354-1013, 1365-2486","10.1111/gcb.15060","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.15060","","2020-06","2020-08-14 17:42:52","2020-08-14 17:42:52","2020-08-14 17:42:52","3473-3481","","6","26","","Glob Change Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 Modelling but not genetic/genomic</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GA45I6PN","journalArticle","2019","Cazelles, Kevin; Bartley, Timothy; Guzzo, Matthew M.; Brice, Marie‐Hélène; MacDougall, Andrew S.; Bennett, Joseph R.; Esch, Ellen H.; Kadoya, Taku; Kelly, Jocelyn; Matsuzaki, Shin‐ichiro; Nilsson, Karin A.; McCann, Kevin S.","Homogenization of freshwater lakes: Recent compositional shifts in fish communities are explained by gamefish movement and not climate change","Global Change Biology","","1354-1013, 1365-2486","10.1111/gcb.14829","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.14829","","2019-12","2020-08-14 17:42:51","2020-08-18 03:38:39","2020-08-14 17:42:51","4222-4233","","12","25","","Glob Change Biol","Homogenization of freshwater lakes","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 comparative study looking at population similarity potentially a response to climate change</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEQN3X7U","journalArticle","2017","Chakravarti, Leela J.; Beltran, Victor H.; van Oppen, Madeleine J. H.","Rapid thermal adaptation in photosymbionts of reef-building corals","Global Change Biology","","13541013","10.1111/gcb.13702","http://doi.wiley.com/10.1111/gcb.13702","","2017-11","2020-08-14 17:42:47","2020-08-18 03:38:39","2020-08-14 17:42:47","4675-4688","","11","23","","Glob Change Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 thermal stress in microalgae to inform coral restoration</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJIGE7AZ","journalArticle","2017","Oppen, Madeleine J. H.; Gates, Ruth D.; Blackall, Linda L.; Cantin, Neal; Chakravarti, Leela J.; Chan, Wing Y.; Cormick, Craig; Crean, Angela; Damjanovic, Katarina; Epstein, Hannah; Harrison, Peter L.; Jones, Thomas A.; Miller, Margaret; Pears, Rachel J.; Peplow, Lesa M.; Raftos, David A.; Schaffelke, Britta; Stewart, Kristen; Torda, Gergely; Wachenfeld, David; Weeks, Andrew R.; Putnam, Hollie M.","Shifting paradigms in restoration of the world's coral reefs","Global Change Biology","","1354-1013, 1365-2486","10.1111/gcb.13647","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13647","","2017-09","2020-08-14 17:42:45","2020-08-14 17:42:45","2020-08-14 17:42:45","3437-3448","","9","23","","Glob Change Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 review of reef restoration, mentions AM, but not empirical or applied</p>","C:\Users\trase\Zotero\storage\UPHQMJNQ\Oppen et al. - 2017 - Shifting paradigms in restoration of the world's c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KS28N5G","journalArticle","2014","Tonkin, Jonathan D.; Stoll, Stefan; Sundermann, Andrea; Haase, Peter","Dispersal distance and the pool of taxa, but not barriers, determine the colonisation of restored river reaches by benthic invertebrates","Freshwater Biology","","00465070","10.1111/fwb.12387","http://doi.wiley.com/10.1111/fwb.12387","","2014-09","2020-08-14 17:42:23","2020-08-14 17:42:23","2020-08-14 17:42:23","1843-1855","","9","59","","Freshw Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 Looking at factors influencing colonization rates</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87XZ78AT","journalArticle","2013","Stoll, Stefan; Sundermann, Andrea; Lorenz, Armin W.; Kail, Jochem; Haase, Peter","Small and impoverished regional species pools constrain colonisation of restored river reaches by fishes: <i>Colonisation of restored river reaches by fishes</i>","Freshwater Biology","","00465070","10.1111/fwb.12068","http://doi.wiley.com/10.1111/fwb.12068","","2013-04","2020-08-14 17:42:22","2020-08-14 17:42:22","2020-08-14 17:42:22","664-674","","4","58","","","Small and impoverished regional species pools constrain colonisation of restored river reaches by fishes","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 assessment of river restoration projects</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZT2R5Z9","journalArticle","2017","Pavlova, Alexandra; Beheregaray, Luciano B.; Coleman, Rhys; Gilligan, Dean; Harrisson, Katherine A.; Ingram, Brett A.; Kearns, Joanne; Lamb, Annika M.; Lintermans, Mark; Lyon, Jarod; Nguyen, Thuy T. T.; Sasaki, Minami; Tonkin, Zeb; Yen, Jian D. L.; Sunnucks, Paul","Severe consequences of habitat fragmentation on genetic diversity of an endangered Australian freshwater fish: A call for assisted gene flow","Evolutionary Applications","","17524571","10.1111/eva.12484","http://doi.wiley.com/10.1111/eva.12484","","2017-07","2020-08-14 17:41:41","2020-08-14 17:41:41","2020-08-14 17:41:41","531-550","","6","10","","Evol Appl","Severe consequences of habitat fragmentation on genetic diversity of an endangered Australian freshwater fish","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 focused on translocation and genetic rescue not AM</p>","C:\Users\trase\Zotero\storage\KTUBQEK2\Pavlova et al. - 2017 - Severe consequences of habitat fragmentation on ge.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Y2Y4C66","journalArticle","2016","Putnam, Hollie M.; Davidson, Jennifer M.; Gates, Ruth D.","Ocean acidification influences host DNA methylation and phenotypic plasticity in environmentally susceptible corals","Evolutionary Applications","","17524571","10.1111/eva.12408","http://doi.wiley.com/10.1111/eva.12408","","2016-10","2020-08-14 17:41:37","2020-08-14 17:41:37","2020-08-14 17:41:37","1165-1178","","9","9","","Evol Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 epigenetics and plasticity related to adaptive response of corals to acidification</p>","C:\Users\trase\Zotero\storage\LBKS8CBP\Putnam et al. - 2016 - Ocean acidification influences host DNA methylatio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPWK3EJX","journalArticle","2016","Swan, Kelly D.; McPherson, Jana M.; Seddon, Philip J.; Moehrenschlager, Axel","Managing Marine Biodiversity: The Rising Diversity and Prevalence of Marine Conservation Translocations: Marine conservation translocations","Conservation Letters","","1755263X","10.1111/conl.12217","http://doi.wiley.com/10.1111/conl.12217","","2016-07","2020-08-14 17:40:20","2020-08-14 17:40:20","2020-08-14 17:40:20","239-251","","4","9","","CONSERVATION LETTERS","Managing Marine Biodiversity","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 review of translocations to develop guidelines for marine translocations</p>","C:\Users\trase\Zotero\storage\L5PA3A4P\Swan et al. - 2016 - Managing Marine Biodiversity The Rising Diversity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CP4EAZ3","journalArticle","2013","Rahmani, Mohammad Reza; Rahimian, Hassan; Ardalan, Mahnaz; Keshavmurthy, Shashank; Fontana, Silvia; Wallace, Carden C; Chen, Chaolun Allen","Acropora distribution patterns in the northern and northeastern Persian Gulf","Zoological Studies","","1810-522X","10.1186/1810-522X-52-40","https://zoologicalstudies.springeropen.com/articles/10.1186/1810-522X-52-40","","2013-12","2020-08-14 17:46:19","2020-08-15 18:21:02","2020-08-14 17:46:19","40","","1","52","","Zool. Stud.","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>no genetics or AM</p>","C:\Users\trase\Zotero\storage\ZL4S6545\Rahmani et al. - 2013 - Acropora distribution patterns in the northern and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYFGUPY4","journalArticle","2018","van Oppen, Madeleine J. H.; Bongaerts, Pim; Frade, Pedro; Peplow, Lesa M.; Boyd, Sarah E.; Nim, Hieu T.; Bay, Line K.","Adaptation to reef habitats through selection on the coral animal and its associated microbiome","Molecular Ecology","","09621083","10.1111/mec.14763","http://doi.wiley.com/10.1111/mec.14763","","2018-07","2020-08-14 17:44:44","2020-08-14 17:44:44","2020-08-14 17:44:44","2956-2971","","14","27","","Mol Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 genomics but not associated with AM</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWXFKJ28","journalArticle","2011","Olden, Julian D.; Kennard, Mark J.; Lawler, Joshua J.; Poff, N. Leroy","Challenges and Opportunities in Implementing Managed Relocation for Conservation of Freshwater Species: Climate-Change Effects and Species Translocation","Conservation Biology","","08888892","10.1111/j.1523-1739.2010.01557.x","http://doi.wiley.com/10.1111/j.1523-1739.2010.01557.x","","2011-02","2020-08-14 17:43:46","2020-08-14 17:43:46","2020-08-14 17:43:46","40-47","","1","25","","","Challenges and Opportunities in Implementing Managed Relocation for Conservation of Freshwater Species","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2 ecological not genetic</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TULG9YZD","journalArticle","2011","Riegl, Bernhard M.; Purkis, Sam J.; Al-Cibahy, Ashraf S.; Abdel-Moati, Mohammed A.; Hoegh-Guldberg, Ove","Present Limits to Heat-Adaptability in Corals and Population-Level Responses to Climate Extremes","PLoS ONE","","1932-6203","10.1371/journal.pone.0024802","https://dx.plos.org/10.1371/journal.pone.0024802","","2011-09-20","2020-08-14 17:56:51","2020-08-15 18:21:00","2020-08-14 17:56:51","e24802","","9","6","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1 modeling using coral bleaching events to examine population persistence, mentions AM, but not genetic</p>","C:\Users\trase\Zotero\storage\P9M6NPZF\Riegl et al. - 2011 - Present Limits to Heat-Adaptability in Corals and .pdf","","","","Voolstra, Christian R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB2UTXHC","journalArticle","2019","Damjanovic, Katarina; van Oppen, Madeleine J. H.; Menéndez, Patricia; Blackall, Linda L.","Experimental Inoculation of Coral Recruits With Marine Bacteria Indicates Scope for Microbiome Manipulation in Acropora tenuis and Platygyra daedalea","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2019.01702","https://www.frontiersin.org/article/10.3389/fmicb.2019.01702/full","","2019-07-24","2020-08-14 18:26:43","2020-08-18 03:38:39","2020-08-14 18:26:43","1702","","","10","","Front. Microbiol.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>1 testing microbiome/microalgae as a mechanism to enhance coral adaptive capacity</p>","C:\Users\trase\Zotero\storage\93C7KG9M\Damjanovic et al. - 2019 - Experimental Inoculation of Coral Recruits With Ma.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYWV8TJ8","journalArticle","2020","Furman, Bradley T.; Peterson, Bradley J.; Heck, Kenneth L.","Will the Florida Big Bend Area Become the Next Gulf of Mexico Reef Tract?","Frontiers in Marine Science","","2296-7745","10.3389/fmars.2020.00334","https://www.frontiersin.org/article/10.3389/fmars.2020.00334/full","","2020-05-19","2020-08-14 18:26:40","2020-08-18 03:38:39","2020-08-14 18:26:40","334","","","7","","Front. Mar. Sci.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>1 no genomics</p>","C:\Users\trase\Zotero\storage\88TLR7VG\Furman et al. - 2020 - Will the Florida Big Bend Area Become the Next Gul.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
